"","prob1","prob2","prob3","label"
"1",5.55749213359e-08,0.998926646948612,0.00107329747646703,2
"2",6.7703376684526e-20,3.6700806169528e-05,0.99996329919383,3
"3",1.85566812357155e-09,0.999603730566616,0.000396267577715446,2
"4",4.83701111000682e-10,0.980588810203767,0.0194111893125321,2
"5",3.03159503328002e-30,5.21518946531016e-07,0.999999478481053,3
"6",1.18668276390189e-14,0.0027212520503025,0.997278747949686,3
"7",7.7066420023101e-16,3.27163503067099e-05,0.999967283649693,3
"8",0.00152364084190727,0.998476359158064,2.91787798794869e-14,2
"9",5.00939095513704e-15,0.0082322891783832,0.991767710821612,3
"10",8.59844317960347e-19,1.62918014624082e-05,0.999983708198538,3
"11",3.62875239992689e-13,0.00315434625845521,0.996845653741182,3
"12",7.85864842282946e-09,0.819681953409064,0.180318038732287,2
"13",1.58277172046017e-30,9.97957048187992e-13,0.999999999999002,3
"14",0.00150338344161128,0.998496616556136,2.25243989992086e-12,2
"15",2.0727442445311e-16,0.000471509800049971,0.99952849019995,3
"16",3.28077297016094e-08,0.999983569199698,1.63979925724439e-05,2
"17",4.81957701019352e-09,0.999998439169478,1.55601094505023e-06,2
"18",1.26102327348933e-16,6.12576675667489e-05,0.999938742332433,3
"19",3.25546013223047e-17,1.05742249448632e-05,0.999989425775055,3
"20",0.00349579983617071,0.996504200161577,2.25220874840093e-12,2
"21",6.90524297023005e-07,0.999998922399905,3.87075798355527e-07,2
"22",3.60609074232291e-23,2.22723216096882e-07,0.999999777276784,3
"23",1.96709147708015e-06,0.999997995009546,3.7898976991716e-08,2
"24",1.8388302143909e-21,3.31405213103993e-07,0.999999668594787,3
"25",0.980081994198159,0.019918005801841,1.3431153724638e-21,1
"26",1,4.48906481122555e-19,2.43277443210894e-63,1
"27",3.09378685146236e-12,0.180751415281544,0.819248584715362,3
"28",1.10773689470177e-10,0.093261212490252,0.906738787398974,3
"29",1.51811866263193e-13,0.357141176549526,0.642858823450322,3
"30",0.971427641250659,0.0285723587493405,9.32362974560558e-18,1
"31",1.18874037158978e-14,0.00135798461303433,0.998642015386954,3
"32",7.21103128356921e-24,9.38656008354565e-10,0.999999999061344,3
"33",5.27311178899669e-09,0.997518571573054,0.00248142315383452,2
"34",2.50562832634079e-24,1.95589793271068e-10,0.99999999980441,3
"35",4.43405407732128e-16,0.000918177644421683,0.999081822355578,3
"36",1.7613801648174e-27,1.3868241035018e-08,0.999999986131759,3
"37",2.38832807867451e-23,0.000113551687217527,0.999886448312783,3
"38",8.13177098744587e-28,4.16369490790812e-13,0.999999999999584,3
"39",0.99996614962111,3.38503788900699e-05,5.80051297247217e-31,1
"40",7.16758573851917e-24,1.88935144305396e-07,0.999999811064856,3
"41",3.19288144334939e-51,2.53422795070361e-13,0.999999999999747,3
"42",6.51239487832918e-19,1.43965821593821e-06,0.999998560341784,3
"43",1.46578130736095e-19,3.88297907357405e-05,0.999961170209264,3
"44",3.27894895568298e-16,9.96335495829077e-05,0.999900366450417,3
"45",1.67619406817236e-20,2.95481196085816e-06,0.999997045188039,3
"46",1.11145636956552e-09,0.970766709014471,0.0292332898740729,2
"47",1.75426125743211e-08,0.999997986737936,1.99571945185412e-06,2
"48",1.15186934805705e-22,3.65474675439997e-08,0.999999963452532,3
"49",0.999998196895093,1.80310490723548e-06,3.79088964891471e-37,1
"50",8.91012761782828e-15,0.00838483540871805,0.991615164591273,3
"51",5.23004835742467e-28,9.86017102577614e-06,0.999990139828974,3
"52",5.77759637651934e-33,1.34408315759529e-09,0.999999998655917,3
"53",1.90176757200107e-13,0.10710448131649,0.892895518683319,3
"54",2.52829758545357e-12,0.0276841493313965,0.972315850666075,3
"55",0.999999997034666,2.96533410728159e-09,1.62055325963947e-33,1
