"","Embryos0002","Embryos0204","Embryos0406","Embryos0608","Embryos0810","Embryos1012","Embryos1214","Embryos1416","Embryos1618","Embryos1820","Embryos2022","Embryos2224"
"FBgn0001941",10564,7064,11092,7393,7896,10441,13167,6478,5795,4701,5080,9966
"FBgn0001942",109633,156340,408239,253901,250697,342350,302550,234559,198782,195331,117156,218230
"FBgn0001961",10692,9124,19072,10378,10041,17408,12340,11404,9406,10469,5065,9193
"FBgn0001965",12879,6481,24331,15059,11847,10305,12550,9350,6572,5780,2619,5003
"FBgn0001967",2,7,63,137,226,432,513,401,170,68,9,31
"FBgn0001970",5118,2018,5831,4866,5048,6636,3568,2048,1264,1033,398,823
"FBgn0001974",4456,5653,7284,3251,3162,3307,3946,2403,2009,1087,1464,2559
"FBgn0001977",2452,2027,5323,3503,3255,3810,3472,1567,1170,744,648,1381
"FBgn0001978",27599,21644,24241,15865,18335,21312,21611,17699,11321,7744,5693,10522
"FBgn0001981",346,1832,8118,4229,4978,6192,10886,4056,2553,2524,827,1995
"FBgn0001983",70,615,7573,9053,6866,4242,4804,1184,660,614,160,515
"FBgn0001986",11019,15322,33705,17247,13506,12804,12211,8664,5924,3573,5954,9087
"FBgn0001987",1168,4411,20156,16653,16656,24683,24864,17815,16550,12940,3846,8824
"FBgn0001989",2807,3273,7422,3732,3358,5592,4790,3624,3868,7159,3830,6818
"FBgn0001990",3289,3312,5676,2769,2457,2018,2792,1798,1479,923,910,1853
"FBgn0001991",26,239,1776,976,1263,2301,7097,6524,7463,7991,3857,8451
"FBgn0001992",5,27,102,73,65,51,61,49,36,56,41,68
"FBgn0001994",13584,20799,53787,30097,21276,21486,28154,15618,10423,8918,8005,14787
"FBgn0001995",4343,3393,6647,4081,4101,7079,6324,6846,5240,3945,2047,3728
"FBgn0002021",2920,1201,2453,2234,2637,5376,5358,3229,3109,2601,1353,2799
"FBgn0002022",5902,7313,15731,7585,9122,15083,18098,11705,8757,5320,2670,5433
"FBgn0002023",11,16,59,322,887,3937,4648,2816,2098,2724,994,2162
"FBgn0002031",18301,4604,6923,8093,10575,22570,24683,25598,21686,18575,9752,16923
"FBgn0002036",1520,275,159,335,588,1001,1267,945,818,964,563,1026
"FBgn0002044",24836,13147,19748,17757,16254,21217,24000,15266,12270,12660,5375,10584
"FBgn0002069",13029,2061,7518,9191,11123,16760,21884,14733,11776,10180,4341,9843
"FBgn0002121",17639,24004,67394,29942,23885,15260,50746,24505,39001,23401,8456,22385
"FBgn0002174",7580,2673,4200,4005,4212,10273,10029,12844,9045,9134,5174,8226
"FBgn0002183",24796,7137,48763,20652,14354,8184,7016,3492,2215,1638,988,2170
"FBgn0002283",7319,1851,5387,3598,3725,6236,5288,2583,1702,1261,683,1383
"FBgn0002284",24739,25014,25520,8753,9172,8308,10196,9084,5598,3944,1920,4002
"FBgn0002306",212,1248,7625,6360,10651,17257,23796,24673,28021,14983,2657,6136
"FBgn0002354",535,171,423,249,323,628,840,577,727,821,555,1317
"FBgn0002413",50560,29953,34104,26078,25277,25492,34556,26255,18241,13120,7489,15343
"FBgn0002431",23266,27874,65720,31966,27960,16717,41769,20830,18480,11483,14260,28244
"FBgn0002440",20,59,482,294,341,288,191,72,77,134,380,637
"FBgn0002441",16938,12101,17158,11356,10742,8434,12469,10744,9737,6670,4148,8545
"FBgn0002466",18833,29640,94146,52813,34536,19586,21604,10326,7288,3686,8245,13408
"FBgn0002521",3009,3906,7455,4028,4824,6317,8443,1318,2572,1131,1541,4908
"FBgn0002522",26,215,1814,1277,859,1221,2338,2712,2090,2184,1183,2137
"FBgn0002524",9881,3720,6406,3703,4305,6763,9418,6568,6314,5473,3475,8534
"FBgn0002525",28857,43611,157848,116470,89921,118880,98288,51622,27926,17511,6141,12703
"FBgn0002526",1239,8931,79472,150558,171088,145753,406080,292891,218681,136043,35399,82356
"FBgn0002527",1248,6198,50934,66366,79463,102773,199602,110380,83429,53344,15483,35365
"FBgn0002528",892,8319,61218,68141,78131,101299,176291,134123,94333,68592,17051,38055
"FBgn0002531",1,3,57,34,124,68,41,27,24,39,4,9
"FBgn0002533",0,0,6,5,13,2,3,5,3,7,4,9
"FBgn0002534",2,5,8,11,35,16,60,275,156,244,33,319
"FBgn0002535",4,2,4,17,48,99,337,606,936,1683,397,806
"FBgn0002542",16062,3007,20036,11111,6099,3531,2779,924,629,541,229,555
"FBgn0002543",1562,24306,143651,89514,62514,34175,59225,34387,20093,12069,2854,7133
"FBgn0002552",19127,7241,18902,11283,8525,9058,8680,6954,4599,4130,1529,2842
"FBgn0002561",412,2596,21437,7516,2765,654,491,95,53,74,13,97
"FBgn0002562",0,0,2,20,14,5,5,4,5,11,3,2
"FBgn0002563",3,2,5,69,107,5,2,16,11,21,6,10
"FBgn0002564",13,99,410,406,476,207,366,321,521,990,82,457
"FBgn0002565",9,15,59,129,505,269,265,86,28,358,20,264
"FBgn0002566",2541,3113,7105,3493,4673,4518,11126,2291,3683,2291,2145,5994
"FBgn0002567",8228,4178,3140,1749,2800,4525,6906,5537,7111,5549,3239,7565
"FBgn0002569",19,29,355,210,215,113,94,294,1673,3028,2047,3395
"FBgn0002570",25,13,65,136,676,1857,1776,438,351,4227,14493,35954
"FBgn0002571",27,21,49,67,182,691,1219,3713,8884,19048,14916,23069
"FBgn0002573",29,284,2603,6950,4486,1427,1441,261,105,126,48,89
"FBgn0002576",23,47,178,152,82,153,165,273,118,98,77,86
"FBgn0002577",171,170,272,628,1260,5671,19608,34996,3312,488,81,213
"FBgn0002578",21,59,540,1161,1271,3316,4708,3292,3668,6282,7385,22393
"FBgn0002579",52921,70556,178415,120186,145821,297995,185593,120672,110668,125316,82883,145537
"FBgn0002590",25266,32594,110823,91064,101990,170656,170194,168040,144458,145776,81534,157230
"FBgn0002592",70,366,4093,5550,5977,7993,4931,1798,917,678,139,299
"FBgn0002593",57972,81195,209728,129803,129266,171698,185822,164225,140723,138888,92489,179768
"FBgn0002607",115460,129619,312864,203123,202570,306992,298426,211120,206086,220734,110025,214266
"FBgn0002609",31,141,1300,4945,10195,11097,6726,1943,1135,796,247,465
"FBgn0002622",106813,130838,311532,196695,202186,292909,242924,238289,189099,209499,108025,198516
"FBgn0002626",76824,93648,229399,152458,157589,228742,211672,184773,146041,165458,96405,160549
"FBgn0002629",346,2208,17109,13107,5440,1542,1038,315,140,241,75,212
"FBgn0002631",142,1277,12623,9810,3279,1206,839,232,116,128,24,92
"FBgn0002632",7,22,101,322,977,3789,5174,928,513,313,67,150
"FBgn0002633",154,1266,11982,13483,12408,6835,5398,1413,661,454,75,199
"FBgn0002638",35241,44867,85321,37582,29046,22649,20906,15996,11042,5968,7572,13398
"FBgn0002641",5037,1961,1956,1115,1657,1980,2511,1731,1516,969,991,2473
"FBgn0002643",1786,1437,4641,3558,3037,3898,6192,4006,3298,3802,1095,2170
"FBgn0002645",15145,11366,12028,6934,7779,10957,19359,6883,5585,3885,4379,8892
"FBgn0002652",2141,1557,1458,967,1090,885,1531,539,586,247,425,974
"FBgn0002673",9656,5820,3874,1882,2738,2271,3669,3146,2692,1159,3394,5000
"FBgn0002707",3365,1349,3147,944,814,769,1104,628,393,264,112,287
"FBgn0002715",2836,2509,5007,3590,2650,1748,2125,1055,971,601,691,1236
"FBgn0002716",91,32,147,198,127,108,140,91,73,50,16,68
"FBgn0002719",11642,1403,3789,13667,17080,23129,25448,25760,36533,62254,66624,146662
"FBgn0002723",930,629,1529,1366,1330,1974,1793,2061,2499,3068,1438,2760
"FBgn0002732",102,704,8415,8038,6350,5997,3729,389,115,197,78,193
"FBgn0002733",44,227,2689,4663,5947,8225,7233,2831,1958,1852,598,1068
"FBgn0002734",64,435,6936,5216,3991,1127,756,121,67,82,14,97
"FBgn0002735",161,1174,17955,16483,11426,4520,2567,509,251,332,79,220
"FBgn0002736",5624,7287,23343,10045,9268,11918,10080,5153,3673,2139,1747,3498
"FBgn0002772",215,123,226,377,897,5447,18061,39143,77900,110369,63218,128711
"FBgn0002773",837,528,1249,1791,4024,24769,73832,185846,334631,413698,227217,465327
"FBgn0002774",2783,4560,18987,9906,7325,7621,10851,5001,4181,3425,1654,3912
"FBgn0002775",6144,3348,9523,4744,4158,4192,4552,3063,2383,1663,1614,2938
"FBgn0002778",4790,2795,6466,2191,3276,8340,10572,6489,7845,7327,3132,6815
"FBgn0002780",29958,42888,99348,47201,50107,47868,81660,19867,21509,14036,24972,53371
"FBgn0002781",65817,70314,115400,75505,55305,52244,46594,35727,23677,16288,14227,22041
"FBgn0002783",30403,41958,90210,49365,37556,32059,36669,23776,14375,7798,8920,16461
"FBgn0002787",20654,4068,17662,12315,9694,12497,10536,7172,4686,3812,1912,3722
"FBgn0002789",163,79,114,132,467,1406,3262,10980,43860,136759,102105,216008
"FBgn0002791",3985,2437,3860,3149,2686,2132,2599,813,722,591,376,864
"FBgn0002838",2,28,187,92,33,18,9,3,2,2,1,0
"FBgn0002842",1,0,0,1,2,0,1,3,6,12,1,14
"FBgn0002855",0,0,0,0,10,0,0,0,1,0,0,0
"FBgn0002856",0,0,2,1,2,1,1,0,0,1,1,0
"FBgn0002862",0,0,3,2,11,14,12,8,2,5,1,0
"FBgn0002863",1,29,204,82,99,86,108,7,18,9,6,21
"FBgn0002865",0,0,0,0,7,0,0,0,0,0,0,0
"FBgn0002868",120,51,111,164,674,5069,9734,13876,30754,44809,33861,77508
"FBgn0002869",2,0,1,1,2,4,1,1,21,280,1227,2511
"FBgn0002872",6892,5982,12960,6813,5050,2221,3683,2022,1527,776,1243,2525
"FBgn0002873",8801,12720,18687,8534,5430,1227,4026,1329,968,537,962,2063
"FBgn0002878",13231,1478,7027,3136,1959,1234,1025,894,493,361,164,347
"FBgn0002891",5228,1249,2175,1382,840,549,1003,637,476,367,326,637
"FBgn0002899",4708,298,919,1095,791,620,422,236,245,107,45,104
"FBgn0002901",3446,1887,2433,864,1101,774,1587,964,672,251,281,1054
"FBgn0002905",2049,1848,11207,5297,3274,1231,1125,304,168,161,77,204
"FBgn0002906",7903,1322,5444,3085,1724,788,1264,520,466,363,194,486
"FBgn0002914",11459,11469,31426,21839,17908,15737,20067,10408,9574,7508,6202,11474
"FBgn0002917",25,145,692,1278,1232,1846,4194,7364,7923,8805,3874,7749
"FBgn0002921",40456,10546,24346,37640,41643,63178,111105,105347,100421,123946,64581,134833
"FBgn0002922",2,18,88,444,499,656,1092,555,305,175,58,146
"FBgn0002924",14322,14134,36282,21364,14991,9056,8121,6181,4268,2570,2598,5077
"FBgn0002926",90,128,230,85,171,312,865,331,211,117,89,230
"FBgn0002930",11,14,82,169,244,1175,2151,1786,1920,6313,3885,5923
"FBgn0002931",68,1366,4439,184,352,974,1201,369,277,325,189,468
"FBgn0002932",8500,24695,73479,37871,18936,15487,15556,8606,4792,3192,2016,4098
"FBgn0002933",0,0,0,0,0,1,0,0,0,0,0,0
"FBgn0002936",2,1,12,3,6,12,20,25,47,58,40,65
"FBgn0002937",1,38,28,11,8,64,113,72,61,168,98,214
"FBgn0002938",1,7,38,24,33,52,167,125,96,107,61,148
"FBgn0002939",4,17,34,270,585,1031,1294,226,158,149,31,85
"FBgn0002940",1,1,8,13,61,27,21,9,26,59,17,33
"FBgn0002941",10,28,199,1100,1016,1723,2624,2159,1415,1442,494,865
"FBgn0002945",829,12188,49808,31880,27093,21917,30205,16643,13342,11753,3065,6817
"FBgn0002948",12206,733,5806,4276,2528,1607,1114,423,187,185,63,149
"FBgn0002962",32168,2488,2313,408,445,346,261,396,196,231,128,334
"FBgn0002968",1928,4020,27774,41494,43791,53661,88526,81124,68641,71664,27506,53922
"FBgn0002973",9768,8492,17252,14712,11004,18692,21300,7263,5574,7148,3712,7461
"FBgn0002985",456,8305,14671,7724,5322,5236,6234,3147,2202,1950,640,1420
"FBgn0002989",3513,3162,7974,2755,1759,993,968,482,368,283,99,248
"FBgn0003002",678,15740,14167,5026,5917,5077,5993,3748,2134,2316,810,1536
"FBgn0003008",1465,1396,1517,1435,1812,2491,3154,1294,1170,816,421,1042
"FBgn0003009",133,135,366,53,72,81,100,95,73,49,67,155
"FBgn0003011",0,1,9,1,5,7,19,6,5,6,3,5
"FBgn0003013",65546,61154,109841,70043,57843,38793,63547,61160,36517,24948,25061,38833
"FBgn0003015",48320,2576,1755,412,816,319,683,584,211,320,84,395
"FBgn0003016",4739,1922,3862,3157,6047,10706,22219,25578,18156,11961,3834,9246
"FBgn0003022",16226,7691,19272,9692,5824,3803,2843,1140,605,588,303,615
"FBgn0003023",20518,2869,584,154,212,70,187,222,80,88,44,147
"FBgn0003028",41818,4320,10339,10192,6677,12018,14131,5913,6347,4238,1205,2370
"FBgn0003031",84330,81099,182475,143503,162318,228535,209509,166729,124797,110992,57523,114101
"FBgn0003034",0,0,0,1,4,0,0,0,0,0,0,0
"FBgn0003041",9831,10446,29891,9886,6069,4418,4778,1857,2333,2559,2169,5286
"FBgn0003042",5798,2038,7320,3254,3092,2628,2914,1821,1100,869,371,915
"FBgn0003044",21301,7631,17367,9352,6517,4989,7136,4429,2511,1602,633,1459
"FBgn0003046",4,40,19,10,46,20,28,26,14,35,75,83
"FBgn0003048",12784,8645,30616,14903,11896,7794,15999,9514,6254,4860,1939,3782
"FBgn0003053",1194,2402,19521,24056,18917,19547,24511,16408,9745,8228,3689,6552
"FBgn0003057",59,38,23,17,97,94,68,1373,11288,65879,40280,51156
"FBgn0003060",24,4,7,7,17,34,27,441,2580,5372,21841,39660
"FBgn0003062",19873,23600,72895,68123,64659,69117,42387,68491,22486,19724,24823,28553
"FBgn0003065",66,62,254,289,466,272,604,10382,35555,19091,295,595
"FBgn0003067",997,7166,43803,46491,39930,23501,27300,36835,61586,114167,35089,88000
"FBgn0003068",100,93,394,206,146,366,578,820,464,386,185,324
"FBgn0003071",11892,2865,1552,538,909,4215,8939,15794,19383,28189,19821,40071
"FBgn0003074",17592,2382,12287,4771,3595,6072,8646,12224,11992,21252,26885,55225
"FBgn0003076",7684,2936,1992,984,2158,11678,12530,10947,10886,15736,9137,23834
"FBgn0003079",8036,5685,12573,6243,5614,4843,7305,3893,3401,2628,2434,5510
"FBgn0003082",2402,643,5167,2380,1322,1175,617,279,191,149,60,148
"FBgn0003086",1,0,1,1,0,3,1,3,2,28,333,1219
"FBgn0003087",3513,2735,4619,1841,1930,1172,2253,500,915,274,1028,1847
"FBgn0003089",19,37,137,1092,2916,6101,7605,3520,3841,1966,251,736
"FBgn0003090",224,250,684,3224,6378,15617,21069,22794,10271,8312,2348,4071
"FBgn0003091",4,2,6,8,18,34,229,371,746,1145,966,2485
"FBgn0003093",2381,463,308,818,1916,3720,6515,7626,8932,11114,4971,9193
"FBgn0003114",2909,1040,603,168,245,176,223,161,138,73,87,201
"FBgn0003116",2172,1217,1448,431,456,569,723,442,340,343,163,366
"FBgn0003117",233,2520,17959,10100,7229,5962,4524,2200,1326,1376,481,835
"FBgn0003118",483,1437,9672,9259,5711,4532,6274,3014,2769,3709,1902,3772
"FBgn0003124",42765,39741,92616,44083,31075,16264,17561,10224,8759,4312,6525,13263
"FBgn0003129",18,138,1411,1898,1072,1587,1496,668,513,622,217,486
"FBgn0003130",6,26,260,660,448,867,970,514,264,294,110,219
"FBgn0003132",6,23,52,10,10,23,26,17,14,16,5,19
"FBgn0003134",9105,7930,10251,7224,7950,10470,15154,9482,9693,7747,4914,10991
"FBgn0003137",493,1361,9828,28603,41384,63134,159232,196423,178731,154048,29868,64710
"FBgn0003138",18343,14415,18859,12891,11000,9223,11285,10660,7693,5280,4160,6321
"FBgn0003139",9150,5116,9244,5748,5844,8527,7145,5175,3704,2717,1584,3262
"FBgn0003140",0,0,0,0,1,0,0,0,0,0,0,0
"FBgn0003141",2404,3546,7041,2954,2751,2723,4541,1329,1457,1813,1095,2829
"FBgn0003145",292,6113,3476,716,605,437,453,241,127,187,59,144
"FBgn0003149",258,194,409,406,868,1721,7266,53549,96595,153548,56193,97682
"FBgn0003159",8707,924,583,442,711,989,2260,2039,6177,7420,5749,12192
"FBgn0003162",107,63,63,136,276,2510,3480,1216,886,2234,795,2078
"FBgn0003165",23729,11961,14555,11224,11464,11956,21636,19480,13943,11493,7275,13253
"FBgn0003169",13437,11951,18446,13992,15281,16019,19131,10117,8367,5286,6347,11981
"FBgn0003174",86,181,1099,1683,2507,8423,23227,34656,9829,2824,395,973
"FBgn0003175",619,177,744,477,499,579,1036,924,648,499,174,388
"FBgn0003177",8136,15283,41439,26786,21536,13072,22854,24024,15651,7036,4184,7714
"FBgn0003178",60768,5065,2683,1441,1636,2166,4278,11967,17002,36222,29495,64066
"FBgn0003187",9461,1235,590,511,1101,5446,16989,10074,4528,1596,370,873
"FBgn0003189",3207,2847,3917,2006,5198,12051,11540,6148,3766,3472,4259,7733
"FBgn0003200",11729,5040,20468,14865,14899,15744,17304,5701,3244,3080,1416,2797
"FBgn0003204",16860,893,3605,4852,6520,10747,9954,7010,5559,4888,5106,8617
"FBgn0003205",10304,13934,30371,15149,12916,16155,20860,9580,7920,4198,4111,7961
"FBgn0003206",3233,2056,3634,2875,3818,6029,9073,5714,7056,8992,5153,11759
"FBgn0003209",3796,921,6551,5328,3827,4927,8037,6552,4388,9046,4920,11526
"FBgn0003210",11994,10675,12331,7814,8281,8718,11255,8773,6676,4370,3715,7643
"FBgn0003218",9491,833,802,690,837,2234,3450,4368,4033,5616,3305,7051
"FBgn0003227",966,234,1274,779,496,415,335,156,124,67,44,133
"FBgn0003231",27585,23980,22553,10598,11259,11426,16885,13786,13654,14152,15253,27618
"FBgn0003248",9,7,4,1,4,1,1,1,6,3,3,7
"FBgn0003249",0,0,1,0,2,2,0,1,0,1,2,1
"FBgn0003250",4,23,190,67,72,46,35,5,5,8,5,10
"FBgn0003254",1179,13371,89306,116881,87408,75416,74916,21704,11072,7087,2134,4997
"FBgn0003255",3,33,126,21,40,93,209,358,600,535,286,590
"FBgn0003256",682,588,959,506,730,1001,1953,315,667,342,330,1007
"FBgn0003257",8648,9595,12391,6758,11353,15692,11990,9468,5609,3329,3572,5992
"FBgn0003261",18953,21097,57216,36579,35761,33495,32131,20479,15647,13621,9422,20465
"FBgn0003267",6,11,40,31,36,58,79,70,45,37,10,23
"FBgn0003268",11060,2452,15875,12032,6649,2463,2494,800,410,325,252,457
"FBgn0003270",606,1595,505,187,106,33,30,17,7,24,1,38
"FBgn0003274",86844,108924,259978,154151,203479,445027,248118,187344,160013,191547,115971,237458
"FBgn0003275",2706,5040,13504,6990,6723,8608,6273,2823,2070,1719,1807,3091
"FBgn0003276",23518,36878,113810,39043,28883,21249,27970,16183,12090,6536,10211,18452
"FBgn0003277",41977,44790,91079,54503,41685,25846,40451,39907,27488,14808,15018,28126
"FBgn0003278",1939,1748,6756,5314,5091,4628,7902,2514,1963,1743,2341,4792
"FBgn0003279",185874,225811,492866,310649,297650,398710,372675,430958,310485,352631,182955,308882
"FBgn0003285",185,1263,12500,11677,15716,18169,22600,12309,6936,5177,1375,3081
"FBgn0003292",5293,1051,3006,824,1064,5886,18437,16906,3820,1146,102,323
"FBgn0003295",5,9,19,25,40,333,772,461,355,213,40,103
"FBgn0003300",745,7637,13953,5614,3140,3289,3482,2162,1015,1028,315,704
"FBgn0003301",1052,965,4960,3338,3959,7184,10371,7124,5911,8105,2136,4384
"FBgn0003302",1186,441,3158,2833,2165,2013,1705,679,468,436,217,502
"FBgn0003308",164,3112,5988,1671,1132,1772,2659,3546,4427,3278,863,1947
"FBgn0003310",15630,8522,34691,18706,14674,9724,10854,7813,4147,3567,1662,3144
"FBgn0003312",91,859,6516,1751,1190,425,212,148,119,143,66,119
"FBgn0003313",747,11667,56405,34939,38890,47541,46151,6264,1816,956,163,893
"FBgn0003317",8416,6940,19528,11136,9019,11217,13485,6059,4209,3232,2101,4111
"FBgn0003319",18,20,79,149,302,1046,2496,2947,1625,674,124,251
"FBgn0003321",7138,4184,13095,6929,5858,5094,7851,4187,4589,5226,3573,8378
"FBgn0003326",1106,19481,94423,33939,11045,4163,2668,1714,1790,2852,1306,2688
"FBgn0003328",612,680,2672,5370,11253,13471,13397,7093,8240,10036,4993,12176
"FBgn0003330",6521,7106,13674,8456,8170,10581,7846,7258,4299,3295,1848,3119
"FBgn0003334",16915,5069,10973,8462,7490,8806,8614,5693,3704,2923,1515,3102
"FBgn0003339",33,376,2765,3958,3383,4292,6724,3681,2823,2685,691,1678
"FBgn0003345",669,1582,12174,12942,15320,20796,26305,7879,6668,6142,2629,6630
"FBgn0003346",11178,16218,41220,12671,9525,6490,7368,4720,3857,1978,2985,5076
"FBgn0003353",891,216,1256,836,591,427,816,526,627,545,316,833
"FBgn0003356",0,0,2,0,7,2,0,0,1,45,544,1094
"FBgn0003357",9,0,10,8,7,1,3,5,7,162,1528,3383
"FBgn0003358",9,12,26,7,9,13,3,5,18,166,2181,4873
"FBgn0003360",98339,127474,245392,74170,73159,103529,125959,97438,114508,164387,160885,342194
"FBgn0003366",9,14,31,28,51,436,1177,2656,2625,3337,1239,2292
"FBgn0003371",10255,12487,20505,13139,11980,13340,17500,17050,13475,12049,6256,10448
"FBgn0003372",0,0,4,8,28,6,7,8,9,12,4,17
"FBgn0003373",0,1,7,35,222,7,11,37,26,20,5,8
"FBgn0003374",0,1,1,6,78,2,6,4,5,14,1,7
"FBgn0003375",0,0,0,3,52,0,0,0,0,0,0,0
"FBgn0003377",0,0,2,9,112,0,3,2,1,52,26,65
"FBgn0003378",0,0,3,10,45,2,4,2,1,39,19,56
"FBgn0003380",0,3,4,2,5,10,60,101,177,176,157,466
"FBgn0003382",23,38,111,528,686,8617,33601,5754,1032,406,28,122
"FBgn0003383",6,6,17,29,49,159,1114,2681,3480,5063,3240,6530
"FBgn0003386",3,2,14,24,46,113,619,1204,1650,2376,1246,2515
"FBgn0003388",2,22,99,320,811,875,554,26,26,130,158,517
"FBgn0003390",36,53,264,495,410,397,382,438,814,1057,781,1021
"FBgn0003391",20216,43260,101966,69367,56214,59989,84263,50820,26525,13391,9878,17070
"FBgn0003392",8324,7397,9099,5532,6890,8553,15773,14433,15662,15446,8077,17397
"FBgn0003396",6339,8149,17225,10307,8257,5858,11691,9360,10035,12028,7511,15437
"FBgn0003401",4248,198,309,133,143,131,173,145,135,101,108,206
"FBgn0003410",13031,9138,16056,9586,8677,8854,12332,8199,6514,3914,1833,4401
"FBgn0003411",425,4542,6136,4583,4440,1122,428,251,208,463,79,208
"FBgn0003415",33638,15421,44689,24625,20423,14076,35082,19002,10623,9048,4347,9849
"FBgn0003416",7188,8236,15853,8312,7814,6932,9514,5591,4120,2659,2254,4422
"FBgn0003423",6819,1116,1095,801,1014,1976,3561,4227,5306,6604,4887,11488
"FBgn0003425",1365,17166,83501,49889,41822,41643,63763,56485,31842,22647,5645,12134
"FBgn0003429",10,83,426,431,435,666,1403,4177,6273,8233,4377,9494
"FBgn0003430",398,4680,24847,9072,4374,6356,6955,1943,1130,750,222,625
"FBgn0003435",143,335,1896,1643,1821,4152,9406,5197,3620,2669,833,2100
"FBgn0003444",5556,9997,17561,6061,5532,4234,7325,2631,2244,1167,1645,3332
"FBgn0003447",12988,13189,19030,11923,16891,31581,27964,20258,9223,4632,4624,6766
"FBgn0003448",668,9124,23368,8597,6908,6453,7287,2890,1801,1619,612,1318
"FBgn0003449",5948,6913,16188,9374,7527,8313,7661,3729,2806,1921,1287,2811
"FBgn0003450",890,499,321,127,244,235,241,344,260,230,204,406
"FBgn0003459",8430,7099,10025,6991,5330,3127,4779,2072,1579,1124,895,1704
"FBgn0003460",146,408,2644,2417,3454,4708,5586,4703,2924,1666,450,885
"FBgn0003462",21012,18059,8423,4191,7132,14577,12793,13137,9913,10931,9615,17866
"FBgn0003463",780,15373,24894,10905,5794,8296,8019,5774,6386,6664,2834,5335
"FBgn0003464",14487,3225,11495,11227,9850,11120,10902,9594,6655,7380,3520,6412
"FBgn0003475",498,183,281,164,223,417,715,1208,1102,893,202,409
"FBgn0003479",3513,1276,3985,2107,1557,1558,1221,760,598,568,228,534
"FBgn0003480",1268,286,877,445,324,405,343,253,232,167,62,159
"FBgn0003482",314,192,466,141,137,123,132,33,25,15,19,35
"FBgn0003483",10473,3176,2120,610,715,484,986,750,591,361,474,956
"FBgn0003486",356,6439,8118,660,276,177,171,70,63,121,23,88
"FBgn0003495",3713,466,293,129,203,618,2123,1529,1807,1179,537,1447
