"","SRX008333","SRX008334","SRX008331","SRX008332"
"ENSG00000137814",50,40,14,18
"ENSG00000137817",57,57,188,206
"ENSG00000137819",0,0,22,14
"ENSG00000137821",0,0,25,31
"ENSG00000137822",139,114,115,77
"ENSG00000137824",35,25,53,58
"ENSG00000137831",0,0,192,188
"ENSG00000137842",23,23,26,20
"ENSG00000137876",50,31,35,39
"ENSG00000137880",81,66,4,5
"ENSG00000137942",1,0,28,35
"ENSG00000137944",15,16,24,24
"ENSG00000137992",7,6,18,13
"ENSG00000137996",11,15,23,22
"ENSG00000138071",15,20,10,7
"ENSG00000138138",3,3,8,19
"ENSG00000138160",235,257,266,271
"ENSG00000138175",41,29,45,32
"ENSG00000138293",13,10,23,22
"ENSG00000138336",14,19,69,78
"ENSG00000138381",38,28,56,59
"ENSG00000138439",12,12,2,3
"ENSG00000138463",0,0,18,16
"ENSG00000138587",13,16,9,14
"ENSG00000138593",26,20,46,38
"ENSG00000138594",57,32,25,26
"ENSG00000138604",13,11,63,43
"ENSG00000138613",19,22,5,9
"ENSG00000138614",75,61,142,143
"ENSG00000138617",31,22,39,36
"ENSG00000138621",26,12,30,29
"ENSG00000138622",0,0,20,13
"ENSG00000138629",81,71,213,210
"ENSG00000138685",3,3,22,22
"ENSG00000138802",70,62,188,149
"ENSG00000138834",111,157,134,142
"ENSG00000139044",0,1,30,31
"ENSG00000139083",19,11,1,1
"ENSG00000139116",0,0,80,85
"ENSG00000139117",2,2,32,25
"ENSG00000139131",80,76,139,145
"ENSG00000139154",36,37,50,62
"ENSG00000139163",20,32,5,10
"ENSG00000139168",20,22,33,33
"ENSG00000139173",4,4,15,18
"ENSG00000139174",0,1,30,26
"ENSG00000139180",41,37,46,42
"ENSG00000139182",19,15,26,16
"ENSG00000139190",29,49,7,5
"ENSG00000139193",712,594,0,0
"ENSG00000139197",69,41,52,50
"ENSG00000139263",17,17,52,69
"ENSG00000139266",112,105,79,65
"ENSG00000139269",56,48,11,14
"ENSG00000139291",33,40,18,27
"ENSG00000139292",0,0,21,15
"ENSG00000139324",7,5,58,72
"ENSG00000139343",72,46,55,59
"ENSG00000139350",62,48,52,59
"ENSG00000139354",13,10,17,19
"ENSG00000139370",70,69,59,44
"ENSG00000139372",14,8,7,14
"ENSG00000139405",83,97,48,39
"ENSG00000139410",0,0,15,14
"ENSG00000139428",82,59,91,92
"ENSG00000139433",13,10,10,13
"ENSG00000139436",78,74,26,25
"ENSG00000139437",94,113,51,51
"ENSG00000139438",11,9,20,16
"ENSG00000139517",26,14,44,52
"ENSG00000139531",8,18,34,41
"ENSG00000139546",39,30,47,48
"ENSG00000139579",39,32,82,78
"ENSG00000139613",27,22,15,14
"ENSG00000139618",1,5,19,9
"ENSG00000139620",42,33,49,41
"ENSG00000139624",53,39,55,64
"ENSG00000139625",23,28,24,24
"ENSG00000139626",161,170,1,2
"ENSG00000139629",38,43,18,25
"ENSG00000139636",4,6,21,29
"ENSG00000139637",89,72,85,109
"ENSG00000139641",247,244,306,278
"ENSG00000139644",184,170,332,287
"ENSG00000139645",121,117,113,83
"ENSG00000139651",64,41,113,133
"ENSG00000139684",4,10,18,21
"ENSG00000139697",130,97,75,61
"ENSG00000139718",101,77,84,75
"ENSG00000139719",48,32,102,107
"ENSG00000139722",1,1,82,71
"ENSG00000139725",12,17,8,2
"ENSG00000139726",31,22,28,23
"ENSG00000139737",11,11,11,6
"ENSG00000139800",0,0,48,41
"ENSG00000139826",6,12,18,22
"ENSG00000139899",12,27,0,0
"ENSG00000139921",21,26,30,39
"ENSG00000139926",3,1,25,32
"ENSG00000139946",0,0,23,24
"ENSG00000139977",31,39,52,47
"ENSG00000139990",28,32,42,60
"ENSG00000139998",3,1,36,43
"ENSG00000140006",18,19,12,19
"ENSG00000140025",11,9,11,19
"ENSG00000140030",7,13,0,0
"ENSG00000140043",13,11,30,42
"ENSG00000140044",180,99,18,26
"ENSG00000140092",6,7,18,21
"ENSG00000140104",2,0,22,25
"ENSG00000140105",830,731,585,501
"ENSG00000140157",129,108,72,80
"ENSG00000140199",33,24,53,46
"ENSG00000140259",17,18,6,13
"ENSG00000140262",58,62,89,108
"ENSG00000140263",17,22,25,22
"ENSG00000140265",32,20,17,26
"ENSG00000140284",9,8,31,28
"ENSG00000140307",12,6,4,4
"ENSG00000140319",20,26,16,19
"ENSG00000140320",132,98,94,74
"ENSG00000140323",4,4,18,17
"ENSG00000140326",81,80,62,61
"ENSG00000140332",56,47,161,125
"ENSG00000140365",18,17,31,46
"ENSG00000140367",12,14,20,23
"ENSG00000140374",84,93,136,154
"ENSG00000140382",84,79,146,147
"ENSG00000140386",14,12,80,97
"ENSG00000140391",121,106,661,693
"ENSG00000140395",30,55,79,55
"ENSG00000140398",51,74,30,24
"ENSG00000140400",1,9,30,13
"ENSG00000140406",251,262,203,122
"ENSG00000140416",6,7,21,24
"ENSG00000140443",26,29,151,118
"ENSG00000140450",0,0,18,31
"ENSG00000140451",19,28,5,0
"ENSG00000140455",34,29,41,36
"ENSG00000140463",28,41,85,94
"ENSG00000140464",27,49,73,79
"ENSG00000140470",0,0,19,10
"ENSG00000140471",5,15,14,12
"ENSG00000140474",47,52,204,190
"ENSG00000140479",0,0,126,96
"ENSG00000140497",151,147,289,258
"ENSG00000140511",1,3,16,16
"ENSG00000140521",198,182,403,388
"ENSG00000140525",267,273,596,615
"ENSG00000140526",42,30,68,73
"ENSG00000140534",124,123,383,348
"ENSG00000140543",16,22,60,59
"ENSG00000140545",3,1,218,230
"ENSG00000140548",53,58,109,80
"ENSG00000140563",31,33,0,0
"ENSG00000140564",2,11,147,144
"ENSG00000140575",638,502,534,539
"ENSG00000140577",8,0,167,173
"ENSG00000140598",24,36,72,57
"ENSG00000140612",5,9,59,58
"ENSG00000140632",101,85,104,91
"ENSG00000140650",88,74,74,70
"ENSG00000140682",1,1,17,13
"ENSG00000140691",26,15,20,20
"ENSG00000140694",128,87,57,56
"ENSG00000140740",223,217,392,387
"ENSG00000140743",94,78,88,76
"ENSG00000140750",85,79,72,78
"ENSG00000140829",107,92,98,123
"ENSG00000140830",43,26,11,14
"ENSG00000140835",16,30,0,1
"ENSG00000140836",102,64,62,61
"ENSG00000140848",279,194,65,64
"ENSG00000140853",105,116,0,0
"ENSG00000140854",72,94,203,204
"ENSG00000140859",0,0,14,15
"ENSG00000140941",24,25,56,64
"ENSG00000140943",200,213,432,419
"ENSG00000140948",42,45,145,124
"ENSG00000140950",10,18,41,45
"ENSG00000140968",523,457,7,8
"ENSG00000140983",72,96,253,247
"ENSG00000140988",19,19,48,38
"ENSG00000140990",137,105,212,201
"ENSG00000140995",20,35,8,5
"ENSG00000141002",62,75,85,87
"ENSG00000141012",18,21,36,32
"ENSG00000141013",14,19,64,57
"ENSG00000141026",18,11,74,77
"ENSG00000141076",179,195,235,261
"ENSG00000141084",14,10,21,22
"ENSG00000141098",13,14,39,19
"ENSG00000141101",42,25,74,74
"ENSG00000141140",243,269,300,312
"ENSG00000141141",17,15,20,17
"ENSG00000141150",1,0,21,31
"ENSG00000141179",19,17,38,45
"ENSG00000141198",0,0,126,134
"ENSG00000141219",31,39,79,77
"ENSG00000141232",13,12,46,49
"ENSG00000141252",9,8,39,44
"ENSG00000141258",33,49,202,231
"ENSG00000141279",81,66,261,252
"ENSG00000141295",37,43,61,41
"ENSG00000141314",0,0,45,47
"ENSG00000141325",50,42,106,116
"ENSG00000141337",6,9,26,24
"ENSG00000141349",120,122,302,250
"ENSG00000141380",193,238,236,245
"ENSG00000141384",76,55,105,73
"ENSG00000141385",89,87,88,83
"ENSG00000141391",23,29,13,14
"ENSG00000141401",14,14,11,4
"ENSG00000141404",0,0,20,18
"ENSG00000141424",73,82,259,233
"ENSG00000141425",36,42,151,152
"ENSG00000141428",13,9,60,47
"ENSG00000141429",138,149,179,173
"ENSG00000141441",46,29,22,35
"ENSG00000141446",51,52,76,112
"ENSG00000141448",0,0,61,83
"ENSG00000141449",0,0,30,26
"ENSG00000141452",73,64,66,84
"ENSG00000141456",156,145,481,431
"ENSG00000141458",80,59,252,251
"ENSG00000141480",89,88,285,280
"ENSG00000141503",126,143,378,398
"ENSG00000141504",0,0,73,73
"ENSG00000141522",555,490,294,337
"ENSG00000141526",28,20,1,1
"ENSG00000141540",0,0,63,55
"ENSG00000141542",1,0,37,46
"ENSG00000141543",251,198,313,246
"ENSG00000141551",96,82,246,248
"ENSG00000141552",68,41,55,45
"ENSG00000141556",34,31,99,118
"ENSG00000141560",43,30,103,115
"ENSG00000141562",19,19,35,27
"ENSG00000141564",215,199,343,292
"ENSG00000141568",134,105,191,143
"ENSG00000141569",132,121,163,164
"ENSG00000141570",2,3,21,14
"ENSG00000141576",0,0,51,40
"ENSG00000141577",43,55,145,139
"ENSG00000141580",23,32,82,64
"ENSG00000141627",130,148,147,155
"ENSG00000141639",1,0,23,11
"ENSG00000141642",26,23,2,4
"ENSG00000141644",153,151,91,81
"ENSG00000141646",15,18,21,24
"ENSG00000141664",45,46,36,21
"ENSG00000141682",35,32,145,160
"ENSG00000141699",154,77,62,65
"ENSG00000141720",46,30,37,27
"ENSG00000141736",5,6,173,149
"ENSG00000141741",77,59,42,44
"ENSG00000141759",47,55,66,51
"ENSG00000141858",323,319,87,94
"ENSG00000141867",320,230,208,158
"ENSG00000141873",26,31,41,33
"ENSG00000141905",7,6,19,4
"ENSG00000141933",44,23,28,17
"ENSG00000141965",34,16,27,19
"ENSG00000141968",137,142,6,5
"ENSG00000141971",37,26,89,89
"ENSG00000141985",81,105,173,166
"ENSG00000141994",11,8,22,14
"ENSG00000142002",134,138,96,101
"ENSG00000142039",140,109,205,193
"ENSG00000142168",110,113,179,245
"ENSG00000142186",139,128,163,168
"ENSG00000142207",2,2,16,11
"ENSG00000142208",277,283,274,225
"ENSG00000142227",0,1,19,22
"ENSG00000142230",169,149,117,188
"ENSG00000142235",19,33,7,9
"ENSG00000142252",26,20,16,15
"ENSG00000142327",10,16,6,1
"ENSG00000142409",90,75,83,52
"ENSG00000142444",24,16,41,34
"ENSG00000142453",551,486,444,417
"ENSG00000142459",29,28,110,108
"ENSG00000142507",84,70,208,211
"ENSG00000142528",21,18,53,41
"ENSG00000142534",245,186,369,333
"ENSG00000142539",180,148,1,1
"ENSG00000142544",17,17,23,10
"ENSG00000142546",25,19,28,18
"ENSG00000142634",142,95,44,40
"ENSG00000142669",69,60,20,17
"ENSG00000142676",248,228,352,362
"ENSG00000142684",53,64,54,59
"ENSG00000142867",33,27,14,12
"ENSG00000142871",0,0,33,28
"ENSG00000142892",6,9,27,30
"ENSG00000143013",4,14,47,21
"ENSG00000143067",0,0,21,19
"ENSG00000143155",47,50,62,67
"ENSG00000143157",39,46,39,45
"ENSG00000143158",29,21,16,16
"ENSG00000143179",13,9,24,14
"ENSG00000143183",33,38,101,106
"ENSG00000143222",20,20,31,18
"ENSG00000143228",8,16,13,14
"ENSG00000143256",43,30,28,45
"ENSG00000143315",2,1,68,66
"ENSG00000143321",93,62,63,70
"ENSG00000143333",74,68,40,39
"ENSG00000143344",1,1,18,24
"ENSG00000143368",28,31,26,21
"ENSG00000143384",53,61,77,75
"ENSG00000143401",24,26,22,26
"ENSG00000143543",47,36,44,47
"ENSG00000143553",18,20,40,36
"ENSG00000143570",10,9,37,29
"ENSG00000143575",23,6,9,8
"ENSG00000143603",163,157,0,1
"ENSG00000143614",135,98,114,114
"ENSG00000143653",14,13,76,72
"ENSG00000143751",16,11,56,44
"ENSG00000143756",11,12,17,16
"ENSG00000143761",24,29,73,78
"ENSG00000143772",52,39,4,10
"ENSG00000143793",16,12,48,35
"ENSG00000143819",1,1,31,29
"ENSG00000143862",3,5,19,8
"ENSG00000143878",0,0,245,266
"ENSG00000143942",23,22,9,10
"ENSG00000144021",26,21,49,34
"ENSG00000144048",14,7,12,14
"ENSG00000144233",47,41,69,61
"ENSG00000144354",77,94,79,95
"ENSG00000144597",36,27,58,40
"ENSG00000144647",1,0,195,191
"ENSG00000144655",15,1,4,7
"ENSG00000144659",16,16,20,21
"ENSG00000144713",8,5,9,16
"ENSG00000144746",7,6,34,39
"ENSG00000144785",91,87,178,158
"ENSG00000144827",1,5,18,16
"ENSG00000144909",27,8,62,69
"ENSG00000145050",6,8,23,30
"ENSG00000145293",89,85,96,110
"ENSG00000145337",3,1,43,34
"ENSG00000145365",74,93,12,8
"ENSG00000145375",15,10,15,13
"ENSG00000145386",431,469,262,271
"ENSG00000145494",45,36,15,24
"ENSG00000145779",34,26,5,3
"ENSG00000145780",30,37,38,51
"ENSG00000145817",9,5,21,19
"ENSG00000145882",16,14,7,5
"ENSG00000145911",154,147,7,10
"ENSG00000145945",0,2,21,35
"ENSG00000145979",12,13,9,13
"ENSG00000145990",140,113,27,34
"ENSG00000146007",16,24,27,34
"ENSG00000146066",34,24,51,38
"ENSG00000146072",5,4,15,19
"ENSG00000146085",36,31,93,87
"ENSG00000146109",73,70,119,139
"ENSG00000146112",30,16,0,1
"ENSG00000146232",32,18,11,2
"ENSG00000146242",1,0,57,45
"ENSG00000146243",8,12,7,5
"ENSG00000146247",58,55,70,64
"ENSG00000146278",14,11,9,16
"ENSG00000146281",145,126,73,70
"ENSG00000146386",10,21,4,7
"ENSG00000146411",0,0,23,23
"ENSG00000146433",21,28,185,201
"ENSG00000146476",19,10,22,27
"ENSG00000146576",14,15,4,8
"ENSG00000146670",28,36,23,20
"ENSG00000146676",73,81,108,112
"ENSG00000146833",16,11,14,10
"ENSG00000147027",0,0,52,81
"ENSG00000147041",0,0,21,23
"ENSG00000147065",31,23,29,26
"ENSG00000147100",0,0,47,45
"ENSG00000147118",14,17,14,24
"ENSG00000147119",10,10,19,9
"ENSG00000147123",105,82,154,140
"ENSG00000147155",21,19,15,14
"ENSG00000147180",0,0,153,158
"ENSG00000147202",16,17,45,47
"ENSG00000147257",0,0,69,65
"ENSG00000147324",16,5,2,8
"ENSG00000147383",41,32,109,83
"ENSG00000147400",16,12,65,63
"ENSG00000147535",11,14,29,19
"ENSG00000147548",31,31,23,26
"ENSG00000147642",35,34,53,38
"ENSG00000147654",38,40,28,35
"ENSG00000147669",14,17,24,40
"ENSG00000147799",5,2,105,112
"ENSG00000147804",0,0,107,81
"ENSG00000147853",11,11,10,20
"ENSG00000147912",73,72,90,110
"ENSG00000148110",19,21,19,22
"ENSG00000148175",3,4,16,9
"ENSG00000148200",14,10,5,4
"ENSG00000148229",70,68,37,32
"ENSG00000148248",1,3,16,4
"ENSG00000148291",16,15,11,21
"ENSG00000148296",37,35,48,53
"ENSG00000148331",50,49,56,51
"ENSG00000148384",62,60,152,122
"ENSG00000148429",167,147,76,72
"ENSG00000148450",0,0,18,9
"ENSG00000148484",17,13,10,14
"ENSG00000148719",4,9,9,17
"ENSG00000148730",192,154,137,127
"ENSG00000148798",1,1,191,196
"ENSG00000148834",4,12,12,9
"ENSG00000148835",43,50,84,92
"ENSG00000148926",19,11,14,11
"ENSG00000148943",36,24,39,25
"ENSG00000149054",51,66,11,15
"ENSG00000149084",18,30,35,36
"ENSG00000149100",284,298,507,583
"ENSG00000149136",1058,909,1647,1499
"ENSG00000149150",201,193,93,87
"ENSG00000149179",31,37,42,45
"ENSG00000149182",61,49,61,57
"ENSG00000149187",124,78,58,63
"ENSG00000149196",33,23,16,21
"ENSG00000149218",38,30,43,40
"ENSG00000149231",17,24,23,23
"ENSG00000149257",1,0,121,143
"ENSG00000149260",0,1,28,18
"ENSG00000149262",22,19,16,23
"ENSG00000149269",0,1,102,112
"ENSG00000149273",64,34,114,127
"ENSG00000149289",2,0,19,19
"ENSG00000149308",76,86,96,118
"ENSG00000149313",89,74,156,180
"ENSG00000149328",0,1,101,110
"ENSG00000149357",117,114,158,156
"ENSG00000149397",74,45,116,91
"ENSG00000149418",1042,829,1,0
"ENSG00000149428",729,609,2320,1919
"ENSG00000149476",46,36,28,20
"ENSG00000149480",543,526,422,377
"ENSG00000149483",9,23,22,22
"ENSG00000149503",261,212,236,219
"ENSG00000149541",17,17,21,14
"ENSG00000149547",9,15,41,28
"ENSG00000149548",11,12,27,13
"ENSG00000149554",78,68,92,90
"ENSG00000149577",6,12,6,8
"ENSG00000149582",1,3,18,20
"ENSG00000149636",11,14,19,24
"ENSG00000149657",20,11,23,26
"ENSG00000149679",16,30,20,20
"ENSG00000149716",5,2,14,6
"ENSG00000149743",50,35,61,51
"ENSG00000149761",43,52,15,11
"ENSG00000149781",363,377,0,1
"ENSG00000149782",79,81,121,110
"ENSG00000149792",188,168,182,183
"ENSG00000149798",6,2,32,30
"ENSG00000149806",100,89,83,72
"ENSG00000149809",115,100,81,94
"ENSG00000149823",298,218,512,404
"ENSG00000149923",238,177,327,288
"ENSG00000149925",1063,1106,859,925
"ENSG00000149927",5,8,37,31
"ENSG00000149929",44,35,69,54
"ENSG00000149930",111,126,140,147
"ENSG00000149932",64,43,50,32
"ENSG00000149948",0,0,13,19
"ENSG00000150281",1,5,17,15
"ENSG00000150316",68,55,100,114
"ENSG00000150433",12,9,33,25
"ENSG00000150687",0,0,26,26
"ENSG00000150768",166,165,170,211
"ENSG00000150776",112,89,107,106
"ENSG00000150787",22,14,23,19
"ENSG00000150977",49,38,8,8
"ENSG00000150990",271,222,266,228
"ENSG00000150991",93,94,115,106
"ENSG00000151065",40,33,91,98
"ENSG00000151117",0,0,19,21
"ENSG00000151131",31,29,18,14
"ENSG00000151135",93,90,148,153
"ENSG00000151148",13,20,22,32
"ENSG00000151176",24,16,30,21
"ENSG00000151233",30,33,76,96
"ENSG00000151332",14,23,31,58
"ENSG00000151348",31,25,248,250
"ENSG00000151366",71,67,165,152
"ENSG00000151413",13,11,41,38
"ENSG00000151445",43,61,69,97
"ENSG00000151458",13,9,61,68
"ENSG00000151491",1,0,60,60
"ENSG00000151498",19,16,42,33
"ENSG00000151500",59,33,32,28
"ENSG00000151502",31,21,152,141
"ENSG00000151503",235,199,651,676
"ENSG00000151514",0,0,27,16
"ENSG00000151575",10,11,6,4
"ENSG00000151694",33,43,24,24
"ENSG00000151702",172,123,1,2
"ENSG00000151729",111,85,94,83
"ENSG00000151743",7,1,14,5
"ENSG00000151746",70,83,30,26
"ENSG00000151748",31,35,71,90
"ENSG00000151846",51,37,52,59
"ENSG00000151929",11,10,46,40
"ENSG00000152022",25,15,31,36
"ENSG00000152102",33,27,33,21
"ENSG00000152137",0,0,16,18
"ENSG00000152147",34,16,42,42
"ENSG00000152192",1,3,245,206
"ENSG00000152193",102,82,94,102
"ENSG00000152219",49,44,26,27
"ENSG00000152223",43,31,38,30
"ENSG00000152240",12,7,11,9
"ENSG00000152242",32,36,22,15
"ENSG00000152268",0,0,35,27
"ENSG00000152270",0,0,23,10
"ENSG00000152291",41,31,29,34
"ENSG00000152332",47,50,37,30
"ENSG00000152382",7,15,37,45
"ENSG00000152413",0,0,5,14
"ENSG00000152422",24,23,17,15
"ENSG00000152428",96,98,89,76
"ENSG00000152475",7,4,18,10
"ENSG00000152518",239,236,126,96
"ENSG00000152556",13,15,24,20
"ENSG00000152558",634,606,258,256
"ENSG00000152684",9,2,23,13
"ENSG00000152749",38,58,65,75
"ENSG00000152944",31,30,35,38
"ENSG00000153048",155,133,89,95
"ENSG00000153066",49,42,33,24
"ENSG00000153140",7,6,5,18
"ENSG00000153162",55,47,45,44
"ENSG00000153179",36,19,15,10
"ENSG00000153339",135,163,246,258
"ENSG00000153391",22,22,52,45
"ENSG00000153406",80,79,63,74
"ENSG00000153443",89,81,129,84
"ENSG00000153487",22,24,10,4
"ENSG00000153574",92,73,85,69
"ENSG00000153575",50,59,62,64
"ENSG00000153774",59,44,122,136
"ENSG00000153786",94,70,116,123
"ENSG00000153789",69,62,0,0
"ENSG00000153815",350,258,82,79
"ENSG00000153879",145,134,309,352
"ENSG00000153885",8,3,167,169
"ENSG00000153898",64,73,18,16
"ENSG00000153933",53,71,71,69
"ENSG00000153944",27,25,13,11
"ENSG00000153976",0,0,81,54
"ENSG00000154001",51,36,41,43
"ENSG00000154059",0,0,57,81
"ENSG00000154102",13,4,8,5
"ENSG00000154114",2,3,18,13
"ENSG00000154127",62,53,7,20
"ENSG00000154134",0,0,37,36
"ENSG00000154146",15,21,83,51
"ENSG00000154217",28,32,37,27
"ENSG00000154229",209,174,52,53
"ENSG00000154237",677,781,12,10
"ENSG00000154251",11,8,7,8
"ENSG00000154265",2,5,32,47
"ENSG00000154319",188,166,8,6
"ENSG00000154359",65,43,30,33
"ENSG00000154511",15,22,2,3
"ENSG00000154518",106,65,77,84
"ENSG00000154611",24,23,0,0
"ENSG00000154719",28,23,29,37
"ENSG00000154723",29,36,21,19
"ENSG00000154813",4,3,16,18
"ENSG00000154814",11,20,17,21
"ENSG00000154832",70,98,42,38
"ENSG00000154839",37,21,1,5
"ENSG00000154845",95,81,125,126
"ENSG00000154945",4,4,11,15
"ENSG00000154957",8,11,19,16
"ENSG00000155016",13,16,7,4
"ENSG00000155034",10,11,10,3
"ENSG00000155090",133,146,85,105
"ENSG00000155100",22,27,21,14
"ENSG00000155130",1,0,108,68
"ENSG00000155254",0,0,19,17
"ENSG00000155304",8,9,54,35
"ENSG00000155330",31,35,22,21
"ENSG00000155393",19,14,26,33
"ENSG00000155463",123,123,191,183
"ENSG00000155465",18,22,0,0
"ENSG00000155592",33,22,86,73
"ENSG00000155640",40,43,46,43
"ENSG00000155666",9,11,29,37
"ENSG00000155760",0,0,35,38
"ENSG00000155792",109,124,3,1
"ENSG00000155858",50,39,57,50
"ENSG00000155876",83,73,149,160
"ENSG00000155957",13,29,23,28
"ENSG00000155959",13,20,51,44
"ENSG00000155961",58,55,38,37
"ENSG00000155966",101,59,0,0
"ENSG00000155974",3,0,31,31
"ENSG00000155980",15,9,34,47
"ENSG00000156050",7,4,23,28
"ENSG00000156150",5,0,15,15
"ENSG00000156172",16,9,6,9
"ENSG00000156232",37,29,22,17
"ENSG00000156253",11,8,25,18
"ENSG00000156345",14,21,17,26
"ENSG00000156381",1,2,103,52
"ENSG00000156411",126,97,110,115
"ENSG00000156467",14,22,39,70
"ENSG00000156521",56,53,21,29
"ENSG00000156531",40,31,63,76
"ENSG00000156587",105,88,3,2
"ENSG00000156599",294,244,271,251
"ENSG00000156603",12,10,35,14
"ENSG00000156642",50,50,97,81
"ENSG00000156650",36,24,35,50
"ENSG00000156671",8,7,15,10
"ENSG00000156697",7,11,21,23
"ENSG00000156709",8,11,14,17
"ENSG00000156711",22,12,1,3
"ENSG00000156738",511,562,0,0
"ENSG00000156802",65,65,73,81
"ENSG00000156853",66,60,125,105
"ENSG00000156858",157,149,160,139
"ENSG00000156875",12,18,27,29
"ENSG00000156876",63,56,116,134
"ENSG00000156958",26,15,23,21
"ENSG00000156970",264,297,149,162
"ENSG00000157014",18,17,17,11
"ENSG00000157045",24,29,10,18
"ENSG00000157106",562,572,511,551
"ENSG00000157184",14,17,17,15
"ENSG00000157240",1,6,26,26
"ENSG00000157259",9,14,29,37
"ENSG00000157303",93,68,0,0
"ENSG00000157306",23,17,58,53
"ENSG00000157349",16,4,15,13
"ENSG00000157350",157,134,76,91
"ENSG00000157379",29,14,16,9
"ENSG00000157450",83,73,76,76
"ENSG00000157456",132,114,75,68
"ENSG00000157470",38,32,1,3
"ENSG00000157483",629,565,82,86
"ENSG00000157557",7,9,17,11
"ENSG00000157593",45,51,86,71
"ENSG00000157637",109,91,105,78
"ENSG00000157734",18,24,2,6
"ENSG00000157778",30,19,26,43
"ENSG00000157837",43,23,93,66
"ENSG00000157895",36,26,83,72
"ENSG00000158042",56,61,79,67
"ENSG00000158050",18,33,1,0
"ENSG00000158106",8,16,45,40
"ENSG00000158109",27,36,37,35
"ENSG00000158195",177,128,99,87
"ENSG00000158201",153,193,44,57
"ENSG00000158234",26,21,9,4
"ENSG00000158270",0,0,99,78
"ENSG00000158292",0,0,43,43
"ENSG00000158435",22,17,11,13
"ENSG00000158470",129,70,74,56
"ENSG00000158473",7,19,1,0
"ENSG00000158480",55,67,41,45
"ENSG00000158526",80,78,96,104
"ENSG00000158545",285,232,257,261
"ENSG00000158604",28,15,68,76
"ENSG00000158615",159,116,153,128
"ENSG00000158636",26,24,49,42
"ENSG00000158691",20,17,25,24
"ENSG00000158710",78,88,43,45
"ENSG00000158711",17,14,6,5
"ENSG00000158715",12,9,11,19
"ENSG00000158717",57,43,61,58
"ENSG00000158769",17,6,9,3
"ENSG00000158792",13,4,8,9
"ENSG00000158805",28,38,43,46
"ENSG00000158828",9,10,97,101
"ENSG00000159055",10,6,20,21
"ENSG00000159063",42,45,94,103
"ENSG00000159111",6,6,11,21
"ENSG00000159164",5,4,50,46
"ENSG00000159176",15,17,0,0
"ENSG00000159184",0,0,28,30
"ENSG00000159228",3,3,52,38
"ENSG00000159322",40,46,44,53
"ENSG00000159335",18,16,126,148
"ENSG00000159388",204,189,26,28
"ENSG00000159423",0,0,17,16
"ENSG00000159459",57,77,81,72
"ENSG00000159461",131,84,87,62
"ENSG00000159479",24,30,30,34
"ENSG00000159556",6,8,91,87
"ENSG00000159579",87,100,76,78
"ENSG00000159593",69,78,112,137
"ENSG00000159596",11,10,12,11
"ENSG00000159640",29,23,1,2
"ENSG00000159714",0,0,15,16
"ENSG00000159720",65,47,170,182
"ENSG00000159753",398,519,27,13
"ENSG00000159792",92,63,158,140
"ENSG00000159842",102,102,61,67
"ENSG00000159921",7,7,16,9
"ENSG00000159958",17,21,0,2
"ENSG00000160007",385,303,246,272
"ENSG00000160014",218,165,205,190
"ENSG00000160049",14,28,54,50
"ENSG00000160050",15,13,2,7
"ENSG00000160051",8,12,53,52
"ENSG00000160113",80,87,138,105
"ENSG00000160117",351,375,1,1
"ENSG00000160161",0,0,12,14
"ENSG00000160193",30,25,9,11
"ENSG00000160208",10,11,14,27
"ENSG00000160213",74,82,136,120
"ENSG00000160223",22,20,5,1
"ENSG00000160284",58,54,92,72
"ENSG00000160326",14,22,4,5
"ENSG00000160392",68,47,62,46
"ENSG00000160410",217,187,129,122
"ENSG00000160439",34,45,14,23
"ENSG00000160446",55,52,65,79
"ENSG00000160469",49,40,33,55
"ENSG00000160551",96,62,106,98
"ENSG00000160570",102,71,98,105
"ENSG00000160593",16,10,0,0
"ENSG00000160602",40,36,33,21
"ENSG00000160606",8,7,36,19
"ENSG00000160613",86,69,84,73
"ENSG00000160633",239,134,158,152
"ENSG00000160679",15,11,41,25
"ENSG00000160683",47,29,0,0
"ENSG00000160695",43,34,178,163
"ENSG00000160753",6,3,16,15
"ENSG00000160783",23,16,57,52
"ENSG00000160799",10,8,15,14
"ENSG00000160813",90,88,26,27
"ENSG00000160877",197,140,104,87
"ENSG00000160888",83,101,49,46
"ENSG00000160948",79,80,105,103
"ENSG00000160949",47,48,108,109
"ENSG00000160953",36,23,30,33
"ENSG00000160957",267,360,359,367
"ENSG00000160959",105,114,101,110
"ENSG00000160972",46,72,80,86
"ENSG00000161016",960,858,1554,1407
"ENSG00000161057",12,12,9,4
"ENSG00000161091",136,124,94,69
"ENSG00000161179",128,108,239,223
"ENSG00000161243",4,3,12,16
"ENSG00000161265",14,21,11,21
"ENSG00000161326",62,61,75,92
"ENSG00000161395",5,1,15,12
"ENSG00000161405",96,84,0,0
"ENSG00000161513",13,9,45,28
"ENSG00000161526",94,81,105,103
"ENSG00000161533",18,11,53,49
"ENSG00000161547",178,253,157,155
"ENSG00000161558",48,40,69,64
"ENSG00000161618",15,15,54,38
"ENSG00000161638",0,0,64,69
"ENSG00000161642",13,5,35,30
"ENSG00000161671",46,42,152,118
"ENSG00000161677",15,8,14,13
"ENSG00000161682",1,0,42,37
"ENSG00000161692",18,25,36,26
"ENSG00000161714",5,6,123,124
"ENSG00000161791",51,50,17,23
"ENSG00000161800",41,54,52,50
